course-code,course-title,credits,description,mortarboard,Requisites:
PUB AFFR/POLI SCI/URB R PL  874,POLICY-MAKING PROCESS,3,"Examines the political, social, and economic contexts that shape and are shaped by policy making processes. Though the focus is on the US, international comparisons will be made, and students are encouraged to think about the American context through comparative and international perspectives. Familiarizes students with dominant theories and models of policymaking process and policy change, starting with the model of the policy cycle. Focuses in on key topics and issues in policy making, specifically, agenda setting, implementation, and the relationships between policymaking and democracy. Reflects on contemporary and emerging issues and dilemmas of the politics of policy making.",False,Graduate/professional standing
PUB AFFR/POLI SCI  875,PUBLIC PERSONNEL ADMINISTRATION,3,"Analysis of personnel policies and practices in the public sector and examination of patterns of interaction between political executives, personnel professionals, public employees, and interest groups in the development of personnel policies. Compares problems and approaches of different countries as well as those of the various levels of government in the United States.",False,Graduate/professional standing
PUB AFFR/POLI SCI/URB R PL  878,PUBLIC MANAGEMENT,3,"Role of administration in American government; problems of organization, bureaucracy and control; public policy as the output of the administrative process.",False,Graduate/professional standing
PUB AFFR 880,MICROECONOMIC POLICY ANALYSIS,3,"The tools and techniques used in the economic approach to policy analysis. Emphasis is on applying these methodological tools to evaluating existing public policies and policy alternatives, as well as providing a deeper understanding of how the economy operates.",False,Declared in Public Affairs MPA or International Public Affairs MIPA
PUB AFFR/A A E/ENVIR ST/POP HLTH  881,BENEFIT-COST ANALYSIS,3,"Presents the welfare economics underpinnings for evaluating the social benefits and costs of government activities. Issues such as uncertainty, the social discount rate, and welfare weights will be discussed; case studies from the environmental, social policy, and agricultural areas will be studied.",False,"Graduate/professional standing and (PUB AFFR 818 and 880), or , or"
PUB AFFR 883,"POLITICS OF POVERTY, INEQUALITY, AND SOCIAL POLICY",3,"Surveys the political forces that shape poverty, inequality, and related public policies in the United States. Builds on foundational knowledge of the policy-making process to provide skills to understand and negotiate social politics in the United States.",False,N/A
PUB AFFR/POLI SCI  885,"ADVANCED PUBLIC MANAGEMENT: CRAFT, CONSTRAINTS AND ACCOUNTABILITY",3,"Examines how managers in public and not-for-profit agencies can secure and utilize legal authority, human resources, and funds to accomplish organizational goals. Includes strategies for establishing and maintaining effective external relations and for working through other organizations to accomplish objectives.",False,URB R PL/POLI SCI/PUB AFFR  878
PUB AFFR/SOC WORK  887,NONPROFIT LEADERSHIP,3,"Nonprofit leadership focuses on developing management skills for the nonprofit area through readings, case materials and structured activities. Students examine the context, issues and skills associated with leadership and management in nonprofit organizations and apply them to challenges and opportunities that confront administration of nonprofits.",False,"Declared in Social Work MSW, or Public Affairs MPA"
PUB AFFR 888,COMPARATIVE AND NATIONAL SOCIAL POLICY,3,"An overview of the American system of public policy toward human resources, with an emphasis on how the American system compares with other nations' approaches to social welfare policy. Other nations include OECD nations as well as emerging middle income countries in Asia and Latin America. Social welfare policy is analyzed as three major branches: health, education and welfare.",False,Graduate/professional standing
PUB AFFR/POLI SCI/URB R PL  890,FEDERAL BUDGET AND TAX POLICY AND ADMINISTRATION,3,"Focuses on national budget and tax policy and administration, and the parallel processes at the state and local levels. Included are discussions of: decision-making theories; budget and tax policy; and analysis of normative and empirical criteria and analytical techniques for assessing alternative policy proposals.",False,Graduate/professional standing
PUB AFFR 891,STATE AND LOCAL GOVERNMENT FINANCE,3,Explores the spending and tax policies of state and local governments. Focus on factors influencing the mix and level of public spending and the choice of revenue sources. Issues to be studied include the fiscal relations between governments and property tax.,False,PUB AFFR 880
PUB AFFR 892,PUBLIC BUDGETING,3,"Provides an understanding of budget preparation, adoption and execution; proposed reforms of the budget process; and competing theories of the politics of budgeting. Focuses on the expenditure aspect of budgeting.",False,Graduate/professional standing
PUB AFFR 895,PERFORMANCE MANAGEMENT,3,"Introduction to the concept of performance management. Explores different tools that aim to raise performance. Examines recent reforms at the federal, state, and local level and alternative theories of performance.",False,URB R PL/POLI SCI/PUB AFFR  878
PUB AFFR 974,TOPICS IN PUBLIC AFFAIRS,3,"Current issues in the formulation, implementation, and analysis of public policy.",False,Graduate/professional standing
PUBLHLTH 700,TOPICS IN PUBLIC HEALTH,1-3,Special topics in public health.,False,Declared in Master of Public Health program
PUBLHLTH 710,"INTRODUCTION TO GLOBAL HEALTH: HISTORY, CURRENT ISSUES, AND HEALTH STATISTICS",2,"Provides opportunities that facilitate learning in the areas of global health history and contemporary issues; global health frameworks, policies, and assessing and critically evaluating data; the socioecological model for global health, health equity and disparities; and, global health communication. Presumes some background and understanding of basic principles of health and addresses topics at a graduate level.",False,"Graduate/professional standing, or declared in the Capstone Certificate in Global Health Online"
PUBLHLTH 711,"GLOBAL PUBLIC HEALTH AND HEALTHCARE SYSTEMS: ORGANIZATIONS, GOVERNANCE, FINANCING, AND WORKFORCE",2,"Provides opportunities that facilitate learning in the areas of global health systems, organizations, governance, and financing; global health security; emergency medical services and injury epidemiology; health in complex emergencies, and, health issues in refugee, immigrant, and internally-displaced persons. Presumes some background and understanding of basic principles of health and addresses topics at a graduate level.",False,"Graduate/professional standing, or declared in the Capstone Certificate in Global Health Online"
PUBLHLTH 712,"GLOBAL HEALTH: INFECTIOUS DISEASES, ONE HEALTH, AND PREVENTION STRATEGIES",2,"Provides opportunities that facilitate learning in the areas of communicable disease surveillance, prevention strategies, and management, including AIDS, tuberculosis, malaria; dengue and other vectorborne diseases; neglected tropical diseases; vaccine preventable diseases; One Health and zoonotic diseases; novel disease emergence; WASH programs (water, sanitation, and hygiene); and bioterrorism. Presumes some background and understanding of basic principles of health and addresses topics at a graduate level.",False,"Graduate/professional standing, or declared in the Capstone Certificate in Global Health Online"
PUBLHLTH 713,"GLOBAL HEALTH: NON-COMMUNICABLE DISEASES, POVERTY, ENVIRONMENTAL HEALTH, AND FOOD SECURITY",2,"Provides opportunities that facilitate learning in the areas of globally important non-communicable diseases, including but not limited to type 2 diabetes, hypertension, and developmental and acquired disabilities; the global epidemiology of non-communicable diseases; health determinants and indigenous health beliefs and practices; mental health and wellness, including interpersonal violence and opioid abuse; and, food security, nutrition, and obesity. Presumes some background and understanding of basic principles of health and addresses topics at a graduate level.",False,N/A
PUBLHLTH 714,"GLOBAL HEALTH FIELD WORK FUNDAMENTALS: ENGAGEMENT, ETHICS, POLICY, AND METHODS",2,"Provides opportunities that facilitate learning in the areas of global health studies, engagement, and health data; ethics of global health engagement and international aid; global health research and quality improvement, including human subjects research and the IRB processes; and, international travel planning. Presumes some background and understanding of basic principles of health and addresses topics at a graduate level.",False,"Graduate/professional standing, or declared in the Capstone Certificate in Global Health Online"
PUBLHLTH 715,GLOBAL HEALTH ISSUE ANALYSIS,1,"A structured independent study experience to research a major global health issue, including interviews with local key informants, integrating previous educational experiences in global health.",False,Consent of instructor
PUBLHLTH 716,STUDY ABROAD GLOBAL HEALTH FIELD EXPERIENCE,1-4,A course carried with a UW-Madison study abroad program which has no equivalent on this campus. Current enrollment in a UW-Madison study abroad program.,False,None
PUBLHLTH/NURSING/PHARMACY/PHY ASST/PHY THER  758,INTERPROFESSIONAL PUBLIC HEALTH LEADERSHIP,1,"Build skills in collaboration, problem solving, and reflection to approach complex community-based public health problems contribute to becoming a public leader. Explore the six levels of public health leadership through the practices of current and past public health leaders, case studies, and personal experience.",False,Graduate/professional standing
PUBLHLTH 777,CLINICAL MEDICINE AND PUBLIC HEALTH,2,Addresses the interface between the practice of clinical medicine and evidence-based approaches to public health needs and issues and community health improvement. A focus on emerging issues and opportunities to work with community-based public health practitioners while exploring career goals and the intersection between clinical medicine and public health.,False,Graduate/professional standing
PUBLHLTH 780,EVIDENCE-BASED DECISION-MAKING,3,An interprofessional course addressing evidence-based approaches to public health needs and issues and community health improvement. Features problem-based learning with a focus on emerging issues and opportunities to work with community-based public health practitioners.,False,Graduate/professional standing
PUBLHLTH 781,COMMUNICATING PUBLIC HEALTH EFFECTIVELY I,1,"Exploration of current public health issues, interprofessional approaches and modes of communication within the MPH Program and the public health practice community. Content will advance students' analytic assessment, communication, and systems-thinking skills.",False,Graduate/professional standing
PUBLHLTH 782,DETERMINANTS OF HEALTH AND HEALTH EQUITY: A SYSTEMS APPROACH,3,"The social determinants of health, determined by deep rooted and inequitably distributed resources via institutions and systems that shape our communities and the world that we live in, are the key factors that shape ill health and exacerbate inequities in the health and well being of populations. Provides grounding in the social determinants of health through a health equity framework. Students will learn about health equity frameworks and how to integrate them into their public health practice and research.",False,Graduate/professional standing
PUBLHLTH 783,QUANTITATIVE APPROACHES TO PUBLIC HEALTH,4,Gain the fundamental principles of epidemiology and biostatistics with an emphasis on those elements most relevant to applied public health practice. Provides training in epidemiology and biostatistical theory and methods through applied case examples that blend epidemiology principles with foundational statistical knowledge needed to collect and analyze public health data.,False,Graduate/professional standing
PUBLHLTH 784,QUANTITATIVE APPROACHES TO PUBLIC HEALTH II,3,Gain an understanding of the fundamental principles of epidemiology and biostatistics with an emphasis on essential aspects in applied public health practice. Case studies provide training in epidemiology and biostatistical theory and methods that blend epidemiology principles with foundational statistical knowledge needed to collect and analyze public health data.,False,N/A
PUBLHLTH 785,PUBLIC HEALTH AND HEALTH CARE SYSTEMS,3,"Focuses on the fundamental characteristics of the public health and health care systems, including key factors in performance, organization, financing, and delivery of services in major sectors of the U.S. health care system.",False,Graduate/professional standing
PUBLHLTH 786,PLANNING AND MANAGEMENT TO PROMOTE HEALTH,3,"Gain knowledge about theory, concepts, and methods of program planning and evaluation in the context of health care and community health organizations. Covers content and case studies on planning, designing, and implementing health services and quality improvement projects. Basic principles of tools for budget development and resource management related to grants or projects are included. Class projects provide the opportunity to collaborate in the creation of program plans, logic models, and grant proposals.",False,PUBLHLTH 780 (or POP HLTH 780 prior to Fall 2019)
PUBLHLTH 787,MPH APPLIED PRACTICE EXPERIENCE SEMINAR,1,Prepares Master of Public Health students for applied practice experience in a community setting.,False,Graduate/professional standing
PUBLHLTH 788,APPLIED PRACTICE EXPERIENCE,1-6,Master of Public Health students gain practical experience in a public health setting as outlined in their learning agreement.,False,PUBLHLTH 787
PUBLHLTH 790,PUBLIC HEALTH AND SOCIAL JUSTICE: TOOLS AND MODELS,2,"Integrate public health knowledge, skills and practice acquired through didactic and experiential courses to find solutions to complex public health issues using public health tools and models that apply systems thinking, cultural humility and evidence-based decision making, framed within a social justice perspective.",False,Declared in Public Health MPH
PUBLHLTH 791,COMMUNICATING PUBLIC HEALTH INFORMATION EFFECTIVELY II,2,"Designed to improve public health professionals' abilities to communicate with different audiences such as news media, legislators, board members, and the public. Learn strategies for health communication based on scientific recommendation and apply these skills by planning and executing communication activities used in the field.",False,PUBLHLTH 781
PUBLHLTH 792,PUBLIC HEALTH POLICY AND POLITICS,3,Gain an understanding of the process of public policy development and an understanding of how and why health policies reflect the political system in which they are developed and implemented.,False,Graduate/professional standing
PUBLHLTH 793,PUBLIC HEALTH LEADERSHIP,2,"Gain knowledge and skills in public health leadership attributes and style, communication, collaboration, negotiation, and advocacy, and a framework for advancing population health improvement within and across organizations. Explore the theories and principles of leadership, leadership styles and practices, and the skills and knowledge needed to be a public health leader.",False,Graduate/professional standing
RADIOL/B M E/MED PHYS/PHMCOL-M/PHYSICS  619,MICROSCOPY OF LIFE,3,"Survey of state of the art microscopic, cellular and molecular imaging techniques, beginning with subcellular microscopy and finishing with whole animal imaging.",False,"PHYSICS 104, 202, 208, or 248 or PHYSICS/MED PHYS  265"
RADIOL 711,JOURNAL CLUB,1,Student Seminar and Journal club for second year students in the Medical Scientist Training Program.,False,Graduate/professional standing
RADIOL 813,RADIOLOGY CLERKSHIP,1-2,"Introduction to principles and technology of diagnostic radiology. Emphasis on fundamental interpretation skills in chest, abdominal and bone films, and in cross-sectional anatomy. Discussions focused on appropriate, cost efficient radiologic workup and image guided surgery.",False,Graduate/professional standing
RADIOL 910,INDEPENDENT READING AND RESEARCH IN RADIOLOGY,2-8,Independent research under the supervision of faculty in the Department of Radiology. Student's research projects are individualized to meet individual student research goals within the context of faculty research needs.,False,Graduate/professional standing
RADIOL 911,IMAGING AND EMBRYOLOGY: THE BASIC SCIENCE OF FETAL DYSMORPHOGENESIS,2,"The diagnosis and management of congenital abnormality requires an understanding of the basic principles of embryology, imaging, and genetics. Replicating how patients enter the medical system, the didactic path begins with ultrasound diagnosis of fetal abnormality. The embryological basis of the fetal malformations will be examined. From this center, exposure to advanced diagnostics, such as fetal echocardiography, fetal MRI, and genetic testing and counseling. Topics extend to early postnatal care (pediatric genetics and pediatric radiology). Participate in the Meriter Perinatal Conference, learn about genetic approaches to the diagnosis of fetal malformation syndromes, and learn the rudiments of an obstetrical sonogram.",False,N/A
RADIOL 914,PHYSICIAN FINANCIAL WELLNESS,1,"Graduating medical students are faced with a wide array of financial planning and wellness challenges. The median medical student debt has continued to increase, and there is a corresponding proliferation of federal repayment and forgiveness options. Other financial planning needs, such as budgeting and insurance, also arise during this time of transition. A unique opportunity to learn key concepts around budgeting, investing, insurance, and negotiation through independent and group learning experiences. This format allows for better analysis on financial decisions and to understand the impact of these decisions on both current and future financial health and wellness.",False,"MED SC-M 810, 811, 812, and 813"
RADIOL 920,DIAGNOSTIC RADIOLOGY ELECTIVE,2,"Familiarizes the student with the various imaging and therapeutic procedures that are performed in radiology. In addition to learning about the strengths and limitations of different imaging studies, the student should attempt to relate abnormal radiologic findings to pathophysiology with logic and confidence. Students will be given the opportunity to rotate through the section of their choice for 2 weeks in the Radiology department and are able to tailor their reading room experiences to their interests. They will engage in hands on learning activities, interactive assignments, and learn to communicate in interdisciplinary conversations about patient care when it comes to best practices with radiology.",False,"MED SC-M 810, 811, 812, and 813"
RADIOL 923,CLINICAL NUCLEAR MEDICINE ELECTIVE,2,"Work directly with faculty in the Nuclear Medicine section of the Department of Radiology. Broad-based experience in a variety of procedures routinely performed by the nuclear medicine service, including nuclear cardiology. Practice in building and presenting a case report.",False,Graduate/professional standing
RADIOL 924,GENERAL RADIOLOGY ELECTIVE,2-4,"Elective opportunity to study basic radiological studies and modalities. Gain proficiency in identifying normal structures and can't miss diagnoses on a chest radiograph and abdominal films as well as determining indications for advanced studies (computed tomography CT, magnetic resonance imaging MRI, ultrasound US, angiograms). Practice in building and presenting a case report.",False,Graduate/professional standing
RADIOL 926,INTERVENTIONAL RADIOLOGY ELECTIVE,2-4,High-level procedural experience on a clinical interventional radiology service. Interventional radiology uniquely blends the concepts of imaging anatomy and pathophysiology to provide minimally invasive solutions to patients. Hone clinical and procedural skills while being exposed to a rich background curriculum with the goal of case report publication.,False,Graduate/professional standing
RADIOL 928,SCREENING IN RADIOLOGY,2,Clinical experience on diagnostic radiology service. Apply population health and epidemiology principles to screening exam selection in radiology. Participate in interdisciplinary conversations surrounding patient care. Practice in patient-centered communication and in creating a case report.,False,"MED SC-M 810, 812, 813, and 911"
REAL EST/A A E/ECON/URB R PL  306,THE REAL ESTATE PROCESS,3,"Introductory overview focused on the key aspects of the real estate process: developing real estate, permitting real estate, buying and selling real estate, understanding the economics of real estate, financing real estate, valuing real estate, leasing real estate, and managing real estate.",False,"(ECON 101, 111, or A A E 215) or declared in undergraduate Business Exchange program"
REAL EST 365,CONTEMPORARY TOPICS,1-3,Exploration of subject areas possibly to be introduced into the business curriculum.,False,Sophomore standing or declared in undergraduate Business Exchange program
REAL EST 399,READING AND RESEARCH-URBAN LAND ECONOMICS,1-6,Individual work suited to the needs of undergraduate students.,False,Consent of instructor
REAL EST 410,REAL ESTATE FINANCE,3,Fundamentals of real estate finance and investment. Qualitative and quantitative characteristics of commercial real estate. Developing and analyzing commercial property cash flow projections. Introduction to three approaches to valuation with emphasis on investing in commercial real estate. In-depth exposure to debt and equity investor returns.,False,N/A
REAL EST 411,REAL ESTATE EXCEL MODELING,1,"Introduction to real estate modeling. Building a real estate model for acquisition and development transactions for residential and commercial real estate using Excel. How to source market data, draw assumptions from market data, input assumptions, make decisions using reports, perform sensitivity analysis on model inputs, and explain terminology used in residential and commercial real estate.",False,REAL EST 410 or (REAL EST 710 or concurrent enrollment)
REAL EST 412,REAL ESTATE ARGUS MODELING,1,"Introduction to real estate modeling using ARGUS. ARGUS will be used to build a real estate model for acquisition transactions for office and retail mall properties. In addition, learn how to input assumptions, make decisions using reports, perform sensitivity analysis on model inputs and explain terminology used in Office and Retail real estate.",False,REAL EST 411 or concurrent enrollment
REAL EST 415,VALUATION OF REAL ESTATE,3,"Techniques of real estate valuation. Property analysis, market analysis, legal and political analysis, and highest and best use analysis; in-depth exposure to the three approaches to valuation; sales comparison, income, and cost; application to main commercial property types; the role of valuation in real estate investment.",False,"REAL EST 410, (REAL EST 411 or concurrent enrollment), and ( or concurrent enrollment), or declared in undergraduate Business Exchange program"
REAL EST/ECON/URB R PL  420,URBAN AND REGIONAL ECONOMICS,3,"Focuses on the study of the allocation of scarce resources across space. Uses economic methods to analyze urban real estate. Topics covered include the determinants of real estate values, the location decisions of households and firms, land use, urban growth and agglomeration, real estate pricing, cycles, development, housing market and policies, and sustainable development.",False,(ECON 101 or 111) or declared in undergraduate Business Exchange program
REAL EST 425,REAL ESTATE LAW,3,"Analyzes current issues in real estate law with a focus on the acquisition, leasing, financing, and development of real estate projects. Includes a big picture view of these topics as well as analyzing them in the specific context of various development deals underway across the United States.",False,"REAL EST 410 and (URB R PL/ECON/REAL EST  420 or concurrent enrollment), graduate standing, or declared in the Business Exchange program"
REAL EST/INTL BUS  430,INTERNATIONAL REAL ESTATE,3,"Analysis of international real estate and related transaction issues, especially in foreign countries which are visited as part of the course; survey of land use patterns and regulations, ownership rights, types of leases, transfer procedures, mortgage system, tax matters, currency risks, and geographical diversification issues.",False,URB R PL/A A E/ECON/REAL EST  306 or declared in the Business Exchange program
REAL EST/A A E/URB R PL  520,COMMUNITY ECONOMIC ANALYSIS,3,"Economic theory (location and growth) applicable to community economic development; the role of private and public sector in local economic development, and techniques for economic analysis of community.",False,ECON 301 or 311 or graduate/professional standing
REAL EST 530,REAL ESTATE INVESTMENT ANALYSIS,3,"A capstone focused on comprehensively underwriting commercial real estate. Investment analysis will be performed for a variety of real estate property types from the perspective of various real estate professionals, such as the property/asset manager, finance professional, leasing broker, acquisitions specialist, portfolio manager, and investment legal/risk team. The investment analysis will emphasize the importance of value-creation through capital investment and effective income and expense management.",False,"REAL EST 415 and (REAL EST 425 or current enrollment), or graduate/professional standing"
REAL EST 540,PUBLIC REAL ESTATE EQUITY INVESTMENT,3,Understanding and applying both investment and real estate concepts to the Real Estate Investment Trust (REIT) market. Emphasis is on applying investment and real estate concepts to a specific REIT.,False,(REAL EST 410 or 710) and (FINANCE/ECON  300 or 700)
REAL EST 550,PRIVATE REAL ESTATE EQUITY INVESTMENT I: ANALYSIS AND STRUCTURES,3,"Introduction to real estate private equity investment focused on the analysis, terms, return metrics, and structures used to make real estate private equity investment decisions.",False,N/A
REAL EST 611,RESIDENTIAL PROPERTY DEVELOPMENT,3,"A capstone course. In-depth exposure to the world of the residential builder/developer/subdivider and the necessary tools of analysis--market analysis, zoning/environmental and other entitlements, site planning and design, infrastructure/construction cost analysis, financing, feasibility analysis, deal structuring, renovation/rehabilitation, special needs housing.",False,(REAL EST 410 and 415) or declared in the Business Exchange program
REAL EST 640,REAL ESTATE CAPITAL MARKETS,3,"Thorough discussion of how public real estate investment products such as Mortgage-Backed Securities (MBS) and Real Estate Investment Trusts (REIT) are structured and how investors price them. Exploration of key strategic considerations for institutional investors in their real estate investments. Analysis of the equity side of real estate, review of mortgage math, analysis of MBS and real estate equity investments by looking at specific REITs.",False,REAL EST 410
REAL EST/ECON/URB R PL  641,HOUSING ECONOMICS AND POLICY,3,"The economic principles underlying the dynamics of the housing market; filtering, neighborhood decline and abandonment gentrification, tenure choice, mortgage choice, prepayment, mobility, mortgage default, submarket identification, racial discrimination and segregation. Examination of governmental programs affecting the housing market and their objectives and impacts; public and subsidized housing, zoning and land use regulation, rent and price controls, property and income tax policy.",False,URB R PL/ECON/REAL EST  420 or concurrent enrollment
REAL EST 651,GREEN - SUSTAINABLE DEVELOPMENT,3,"Intended for students who have an interest in Green and Sustainable aspects of housing and commercial property development and operation, the re-use and/or rehabilitation of existing structures, redevelopment of historic buildings into housing or commercial space and related special topics such as financing sources, tax issues, financial structuring, legal issues and energy cost management.",False,Sophomore standing or declared in the Business Exchange program
REAL EST 661,REAL ESTATE INVESTMENT ANALYSIS AND PRESENTATION,3,"A real world capstone experience of the real estate investment process from project conception to asset disposition with particular focus on analysis and presentation. Provides exposure to best known methods and practices that private equity and development firms use to conduct market research, project selection, financial feasibility, regulatory review, design considerations, construction management, debt financing, equity placements, equity waterfalls, property management, asset management and disposition. Students will develop an interdisciplinary understanding of the many facets of the acquisition and development process in the U.S. and have an insightful understanding of the risks and rewards along each step of the process.",False,"Senior standing, (REAL EST 410 or 415) and (REAL EST 411 or concurrent enrollment or REAL EST 631 prior to Fall 2023)"
REAL EST 706,THE REAL ESTATE PROCESS,3,"Institutional background of real property; economics of urbanization, supply and demand; building industry, real estate credit, cyclical fluctuation, rents and prices, real estate market analysis; city growth, structure and planning, land use control, urban redevelopment and real estate investment analysis.",False,Graduate/professional standing and (ECON 301 or 311)
REAL EST 710,REAL ESTATE FINANCE,3,Evaluating the role of financing and leverage in real estate investment analysis; identifying alternative types of financing; valuation of financial structure; sources of equity financing for real estate; mortgage securitization and the operation of secondary mortgage markets.,False,Graduate/professional standing or declared in graduate Business Exchange program
REAL EST 712,REAL ESTATE LAW,3,"Advanced principles of real estate law related to ownership rights, negotiations, brokering, transfers, condominium law, financing, income tax law, real estate property taxation, bankruptcy law, construction and development contracts, and residential and commercial leases, and an overview of international legal systems.",False,Graduate/professional standing or declared in graduate Business Exchange program
REAL EST 715,TECHNIQUES OF REAL ESTATE VALUATION,3,"Topics include highest and best use and most probable use analysis, statistical methods for developing adjustment factors and comparable selection for the market comparison approach, discounted cash flow analysis and income capitalization, and cost approach methods. Issues in appraisal ethics and federal requirements for appraisal practice.",False,Graduate/professional standing or declared in graduate Business Exchange program
REAL EST/URB R PL  720,URBAN ECONOMICS,3,"Analysis of spatial relationships in the urban economy, including urban land, labor and housing markets; urban transport; city governance and finance; and regional models. Historical and applied focus. Interdisciplinary approach emphasizing economics, geography, and planning.",False,Graduate standing and (ECON 301 or 311)
REAL EST 750,COMMERCIAL PROPERTY DEVELOPMENT,3,"A capstone course. Creating industrial real estate, office space, shopping centers, and hotel/recreation facilities, including strategy, market and feasibility analysis, site planning/design, capital cost analysis, construction and financial structuring. Emphasis on case studies and project analysis.",False,REAL EST 710 and 715
REAL EST 760,LAWYERING THE DEVELOPMENT DEAL: A PRACTICAL GUIDE TO REAL ESTATE LAW,3,"A working knowledge of real estate law is an important underpinning of a successful real estate career. In this course, we will analyze current issues in real estate law with respect to the acquisition, leasing, financing, and development of real estate projects. While we will take a big picture view of these topics, we also will analyze them in the specific context of Rethke Terrace, a supportive housing project recently developed in the City of Madison. We will conclude the semester with an exploration of the art of negotiation.",False,Graduate/professional standing or declared in graduate Business Exchange program
REAL EST 765,CONTEMPORARY TOPICS,1-4,Exploration of advanced subject areas possibly to be introduced into the business curriculum.,False,Graduate/professional standing or declared in graduate Business Exchange program
REAL EST 770,COMMERCIAL REAL ESTATE FINANCE,3,"A capstone focused on advanced topics in commercial real estate finance. The course is broken into three parts: 1) Financial Derivatives, 2) Risk Management, and 3) Structured Finance. Lectures will address relevant topic areas and develop methodological skills. Industry professionals will provide real world markets perspective. case studies will be used to reinforce material presented in class.",False,Graduate standing and REAL EST 710
REAL EST 799,READING AND RESEARCH-URBAN LAND ECONOMICS,1-6,Individual work suited to the needs of graduate students may be arranged both during regular sessions and the intersession periods.,False,Consent of instructor
REAL EST 841,APPLIED REAL ESTATE INVESTMENT TRACK (AREIT) I,6,"Focuses on investment processes, guidelines, governance, underwriting, company valuation, sector analysis and portfolio analysis. Allows selected students to function as portfolio managers by investing real money (endowment to the real estate program) in listed real estate companies, primarily real estate investment trusts (REITs).",False,N/A
REAL EST 842,APPLIED REAL ESTATE INVESTMENT TRACK (AREIT) II,3,"An additional experiential learning in the areas of investment processes, guidelines, governance, underwriting, and portfolio analysis. Selected students will function as portfolio managers by investing real money (endowment to the real estate program) in listed real estate companies, primarily real estate investment trusts (REITs).",False,REAL EST 841
REAL EST 851,PRIVATE REAL ESTATE EQUITY INVESTMENT II: UNDERWRITING AND INVESTMENT PROCESSES,6,"Focuses on the real estate private equity organization through constructing investment criteria statements, vetting investment opportunities, implementing investment processes, and presenting the opportunities to the WREAA Fund Investment Committee.",False,N/A
REAL EST 852,"PRIVATE REAL ESTATE EQUITY INVESTMENT III: GUIDELINES, GOVERNANCE, AND PORTFOLIOS",3,"Focuses heavily on building the investment pipeline, analyzing and underwriting new real estate private placement investments, understanding the governance structures, and benchmarking Fund investment returns to industry standards. Investments opportunities that meet investment criteria expectations will be presented to an external Investment Committee of the Wisconsin Real Estate Alumni Association.",False,REAL EST 851
REAL EST 870,ADVANCED REAL ESTATE FINANCE THEORY,3,"An overview of theoretical and empirical research on real estate, with a focus on real estate finance. The topics covered are intended to expose some of the major contributions in real estate research as well as a consideration of the current trends and methodological advances in recent papers.",False,Declared in Business PHD
REAL EST 875,ADVANCED URBAN LAND ECONOMICS,3,"Provides an overview of theoretical and empirical research on real estate and urban economics, with a focus on asset liquidity and place-based policies.",False,Declared in Business PHD
REAL EST 978,RESEARCH SEMINAR IN REAL ESTATE AND URBAN LAND ECONOMICS,1,"Explore cutting-edge research on urban economics and real estate being conducted across different universities. Invited speakers will describe current or past research, identify challenges involved in their work, and highlight research conceptualization, approaches, methods, and/or data analysis, to better understand how to execute a research project.",False,Declared in Business PHD
REAL EST 990,REAL ESTATE INDEPENDENT RESEARCH PHD THESIS,1-12,Individual work to complete dissertation requirement of Ph.D. program.,False,Consent of instructor
REAL EST 999,READING AND RESEARCH-REAL ESTATE PHD,1-6,Individual work suited to the needs of Ph.D. students may be arranged both during regular sessions and during the intersession periods.,False,Declared in Business PHD
RHAB MED 699,INDEPENDENT STUDY,0-5,Independent study projects as arranged with faculty or instructional staff.,False,Consent of instructor
RHAB MED 919,INDIVIDUALIZED FOURTH YEAR CLINICAL CLERKSHIP,1-12,Individually arranged fourth year clinical clerkships. (Student must have Fourth Year Committee approval to count for fourth year credit.),False,Graduate/professional standing
RHAB MED 920,REHABILITATION MEDICINE CLINICAL ELECTIVE,2-4,"Inpatient hospital setting and outpatient clinical setting. Direct supervision by attending physicians and residents. Inpatient activities include rounding on rehabilitation medicine service patients, observing patient therapy sessions, discussing patient cases. Outpatient activities includes seeing clinic patients, participating in procedures like joint injections and fluoroscopic-guided spinal injections, performing electromyography (EMG), discussing patient cases. Evaluate and manage a full spectrum of patients with neurologic and musculoskeletal issues. Exposure to multiple disciplines involved in the rehabilitation process. Inpatient diagnoses commonly encountered include stroke, brain injury, spinal cord injury, orthopedic injuries, debility, amputations. Outpatient diagnoses commonly encountered include developmental disabilities, spine disorders, chronic pain, arthritis, myofascial pain and fibromyalgia, spasticity, and chronic conditions from prior neurologic injuries.",False,N/A
RHAB MED 923,PHYSICAL MEDICINE AND REHABILITATION-MARSHFIELD,2-12,Clinical elective for fourth year medical students.,False,Graduate/professional standing
RP & SE 100,DISABILITY AND SOCIETY,3,"Provides introductory and interdisciplinary life-span perspectives on disability, relevant for both education and non-education majors. Introduces theoretical, cultural, and political models of disability and explores the lived experiences of persons with disabilities (or people who are perceived to have disabilities) in society.",False,None
RP & SE 121,DISABILITY AND SUBSTANCE ABUSE,3,"Designed to provide an entry-level overview of disability under federal legislation and regulation, substance use and abuse among persons with disabilities as either a primary or secondary disability, the physical, psychological, and socio-cultural effects of drugs, and the impact substance abuse or dependence has on the capacity of individuals with disabilities to live independently, work, and otherwise engage in a full range of life activities.",False,None
